frequency,Vgate,Ir,Ii,Vr,Vi,C_gg
2818.38,0.4,-3.4694000000000002e-18,-4.728973e-16,0.001,0.0,2.6704682430974874e-17
3162.28,0.4,-3.4694000000000002e-18,-5.305995000000001e-16,0.001,0.0,2.670463501874854e-17
3548.13,0.4,-3.4694000000000002e-18,-5.953424000000001e-16,0.001,0.0,2.670468268980911e-17
3981.0699999999997,0.4,-3.4694000000000002e-18,-6.679852e-16,0.001,0.0,2.6704666457065146e-17
4466.84,0.4,-3.4694000000000002e-18,-7.494917000000001e-16,0.001,0.0,2.670462986391899e-17
5011.87,0.4,-3.4694000000000002e-18,-8.409435000000001e-16,0.001,0.0,2.670466609987875e-17
5623.41,0.4,-3.4694000000000002e-18,-9.435542000000001e-16,0.001,0.0,2.670467118796582e-17
6309.57,0.4,-3.4694000000000002e-18,-1.0587e-15,0.001,0.0,2.6705043014244967e-17
7079.46,0.4,-3.4694000000000002e-18,-1.1879e-15,0.001,0.0,2.6705448847632794e-17
7943.28,0.4,-3.4694000000000002e-18,-1.3328e-15,0.001,0.0,2.6704548769888276e-17
8912.509999999998,0.4,-3.4694000000000002e-18,-1.4954000000000002e-15,0.001,0.0,2.670407123241605e-17
10000.0,0.4,-3.4694000000000002e-18,-1.6779000000000001e-15,0.001,0.0,2.6704607901389122e-17
11220.179999999998,0.4,-3.4694000000000002e-18,-1.8826000000000003e-15,0.001,0.0,2.670412559021355e-17
12589.25,0.4,-3.4694000000000002e-18,-2.1124e-15,0.001,0.0,2.6705236752572215e-17
14125.38,0.4,-3.4694000000000002e-18,-2.3701e-15,0.001,0.0,2.6704635954721297e-17
15848.929999999998,0.4,-3.4694000000000002e-18,-2.6593e-15,0.001,0.0,2.6704688591865653e-17
17782.789999999997,0.4,-3.4694000000000002e-18,-2.9838e-15,0.001,0.0,2.6704837609711264e-17
19952.62,0.4,-3.4694000000000002e-18,-3.3479000000000002e-15,0.001,0.0,2.6705005857744822e-17
22387.21,0.4,-3.4694000000000002e-18,-3.756400000000001e-15,0.001,0.0,2.6704963603342972e-17
25118.86,0.4,-3.4694000000000002e-18,-4.2147e-15,0.001,0.0,2.6704648962947016e-17
28183.83,0.4,-3.4694000000000002e-18,-4.729e-15,0.001,0.0,2.6704806475258084e-17
31622.78,0.4,-3.4694000000000002e-18,-5.306000000000001e-15,0.001,0.0,2.6704677072844223e-17
35481.340000000004,0.4,-3.4694000000000002e-18,-5.953400000000001e-15,0.001,0.0,2.670454492990653e-17
39810.72,0.4,-3.4694000000000002e-18,-6.6799e-15,0.001,0.0,2.6704844935222266e-17
44668.36,0.4,-3.4694000000000002e-18,-7.494900000000001e-15,0.001,0.0,2.670459320600637e-17
50118.72,0.4,-3.4694000000000002e-18,-8.4094e-15,0.001,0.0,2.670454429875673e-17
56234.13,0.4,-3.4694000000000002e-18,-9.4355e-15,0.001,0.0,2.6704538072227283e-17
63095.73,0.4,-3.4694000000000002e-18,-1.05869e-14,0.001,0.0,2.6704778073248168e-17
70794.58,0.4,-3.4694000000000002e-18,-1.1878600000000002e-14,0.001,0.0,2.670455714281218e-17
79432.82,0.4,-3.4694000000000002e-18,-1.33281e-14,0.001,0.0,2.6704742410291993e-17
89125.09,0.4,-3.4694000000000002e-18,-1.49543e-14,0.001,0.0,2.6704609953034895e-17
100000.0,0.4,-3.4694000000000002e-18,-1.6779000000000002e-14,0.001,0.0,2.6704607901389128e-17
112201.84999999999,0.4,-3.4694000000000002e-18,-1.88264e-14,0.001,0.0,2.6704681078121784e-17
125892.54,0.4,-3.4694000000000002e-18,-2.11235e-14,0.001,0.0,2.6704596161151816e-17
141253.75,0.4,-3.4694000000000002e-18,-2.3701000000000002e-14,0.001,0.0,2.6704645407438827e-17
158489.31999999998,0.4,-3.4694000000000002e-18,-2.6593000000000003e-14,0.001,0.0,2.6704685221961795e-17
